route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
4486_88211,162,4486_10216,Abbey St,2083,1,4486_7778195_5041033,4486_313
4486_88213,162,4486_10333,Portmarnock,4873,0,4486_7778195_6042026,4486_325
4486_88213,162,4486_10337,Portmarnock,4865,0,4486_7778195_6042024,4486_326
4486_88213,162,4486_10443,Talbot Street,4855,1,4486_7778195_6042027,4486_328
4486_88216,162,4486_10636,Enniskerry,2280,0,4486_7778195_1044005,4486_340
4486_88223,162,4486_10750,Belarmine,117,0,4486_7778195_2047005,4486_354
4486_88223,162,4486_10803,Poolbeg St,139,1,4486_7778195_2047001,4486_361
4486_88224,162,4486_10881,The Square,5742,0,4486_7778195_3049010,4486_362
4486_88224,162,4486_10962,Pearse St,5724,1,4486_7778195_3049009,4486_367
4486_88226,162,4486_11069,Ringsend Road,412,1,4486_7778195_3423017,4486_374
4486_88229,162,4486_11216,Kiltipper,74,0,4486_7778195_2054006,4486_381
4486_88229,162,4486_11291,Pearse St,100,1,4486_7778195_2054002,4486_385
4486_88230,162,4486_11333,The Square,637,0,4486_7778195_3056005,4486_389
4486_88230,162,4486_11373,Ringsend Road,6710,1,4486_7778195_3056006,4486_391
4486_88174,162,4486_11430,Howth Station,4634,0,4486_7778195_6006002,4486_394
4486_88174,162,4486_11484,Abbey St Lower,4792,1,4486_7778195_6006005,4486_396
4486_88231,162,4486_11540,Red Cow Luas,3572,0,4486_7778195_4060005,4486_400
4486_88234,162,4486_11632,Ballymore,721,0,4486_7778195_3065008,4486_407
4486_88234,162,4486_11671,Poolbeg St,691,1,4486_7778195_3065009,4486_411
4486_88234,162,4486_11672,Poolbeg St,722,1,4486_7778195_3065008,4486_412
4486_88233,162,4486_11730,Citywest,704,0,4486_7778195_3065005,4486_419
4486_88233,162,4486_11780,Poolbeg St,5241,1,4486_7778195_3065004,4486_422
4486_88237,162,4486_11826,Newcastle,3530,0,4486_7778195_4068012,4486_426
4486_88237,162,4486_11876,Conyngham Rd,3510,1,4486_7778195_4068004,4486_435
4486_88237,162,4486_11878,Conyngham Rd,3531,1,4486_7778195_4068012,4486_435
4486_88235,162,4486_11932,Rathcoole,3537,0,4486_7778195_4068017,4486_443
4486_88235,162,4486_11982,Poolbeg St,3540,1,4486_7778195_4068018,4486_445
4486_88235,162,4486_11984,Conyngham Rd,3538,1,4486_7778195_4068017,4486_446
4486_88218,162,4486_12086,Brides Glen,5494,0,4486_7778195_2007020,4486_455
4486_88218,162,4486_12178,Parnell Square,5458,1,4486_7778195_2007010,4486_459
4486_88198,162,4486_12237,Dunboyne,3343,0,4486_7778195_9070008,4486_460
4486_88198,162,4486_12301,Bachelors Walk,3349,1,4486_7778195_9070004,4486_463
4486_88239,162,4486_12406,Dundrum,2341,0,4486_7778195_1074011,4486_472
4486_88239,162,4486_12504,Eden Quay,2310,1,4486_7778195_1074010,4486_476
4486_88240,162,4486_12633,Citywest,5697,0,4486_7778195_3027005,4486_479
4486_88240,162,4486_12634,Citywest,491,0,4486_7778195_3027014,4486_477
4486_88240,162,4486_12766,Ringsend Road,646,1,4486_7778195_3027034,4486_480
4486_88240,162,4486_12770,Ringsend Road,550,1,4486_7778195_3027037,4486_481
4486_88219,162,4486_12866,Loughlinstown Pk,5396,0,4486_7778195_2007019,4486_485
4486_88219,162,4486_12960,Parnell Square,5497,1,4486_7778195_2007027,4486_490
4486_88241,162,4486_13126,Kimmage,6379,0,4486_7778195_8083023,4486_499
4486_88241,162,4486_13128,Kimmage,6354,0,4486_7778195_8083015,4486_499
4486_88241,162,4486_13274,Harristown,6393,1,4486_7778195_8083009,4486_505
4486_88241,162,4486_13278,Harristown,6478,1,4486_7778195_8083002,4486_505
4486_88247,162,4486_13539,Limekiln Avenue,2683,0,4486_7778195_7009010,4486_515
4486_88247,162,4486_13541,Limekiln Avenue,2631,0,4486_7778195_7009014,4486_514
4486_88247,162,4486_13723,Charlestown,2600,1,4486_7778195_7009022,4486_518
4486_88266,162,4486_13906,Adamstown Station,786,0,4486_7778195_3421029,4486_525
4486_88266,162,4486_13910,Adamstown Station,807,0,4486_7778195_3421027,4486_525
4486_88266,162,4486_13913,Adamstown Station,783,0,4486_7778195_3421030,4486_525
4486_88266,162,4486_13916,Adamstown Station,795,0,4486_7778195_3421025,4486_525
4486_88266,162,4486_13918,Adamstown Station,778,0,4486_7778195_3421028,4486_525
4486_88266,162,4486_14047,Sandymount,775,1,4486_7778195_3421028,4486_529
4486_88266,162,4486_14048,Sandymount,787,1,4486_7778195_3421029,4486_529
4486_88266,162,4486_14051,Sandymount,808,1,4486_7778195_3421027,4486_529
4486_88266,162,4486_14054,Sandymount,784,1,4486_7778195_3421030,4486_529
4486_88266,162,4486_14058,Sandymount,796,1,4486_7778195_3421025,4486_530
4486_88267,162,4486_14182,Adamstown Station,738,0,4486_7778195_3421020,4486_531
4486_88267,162,4486_14184,Adamstown Station,793,0,4486_7778195_3421025,4486_531
4486_88267,162,4486_14187,Adamstown Station,776,0,4486_7778195_3421028,4486_531
4486_88267,162,4486_14190,Adamstown Station,788,0,4486_7778195_3421029,4486_531
4486_88267,162,4486_14193,Adamstown Station,809,0,4486_7778195_3421027,4486_531
4486_88267,162,4486_14196,Adamstown Station,785,0,4486_7778195_3421030,4486_531
4486_88267,162,4486_14320,Sandymount,806,1,4486_7778195_3421027,4486_534
4486_88267,162,4486_14324,Sandymount,782,1,4486_7778195_3421030,4486_535
4486_88267,162,4486_14326,Sandymount,794,1,4486_7778195_3421025,4486_534
4486_88267,162,4486_14329,Sandymount,777,1,4486_7778195_3421028,4486_534
4486_88267,162,4486_14332,Sandymount,789,1,4486_7778195_3421029,4486_534
4486_88267,162,4486_14335,Sandymount,810,1,4486_7778195_3421027,4486_534
4486_88268,162,4486_14453,Maynooth,474,0,4486_7778195_3423031,4486_538
4486_88268,162,4486_14567,Ringsend Road,471,1,4486_7778195_3423037,4486_539
4486_88269,162,4486_14685,Maynooth,462,0,4486_7778195_3423035,4486_542
4486_88271,162,4486_14802,Maynooth,453,0,4486_7778195_3423039,4486_547
4486_88271,162,4486_14805,Maynooth,467,0,4486_7778195_3423036,4486_547
4486_88271,162,4486_14808,Maynooth,476,0,4486_7778195_3423038,4486_547
4486_88271,162,4486_14811,Maynooth,455,0,4486_7778195_3423039,4486_546
4486_88271,162,4486_14815,Maynooth,438,0,4486_7778195_3423040,4486_547
4486_88271,162,4486_14817,Ringsend Road,304,1,4486_7778195_3423034,4486_548
4486_88271,162,4486_14821,Ringsend Road,463,1,4486_7778195_3423035,4486_548
4486_88271,162,4486_14824,Ringsend Road,469,1,4486_7778195_3423037,4486_548
4486_88271,162,4486_14827,Ringsend Road,306,1,4486_7778195_3423034,4486_548
4486_88271,162,4486_14829,Ringsend Road,465,1,4486_7778195_3423035,4486_549
4486_88270,162,4486_14832,Maynooth,468,0,4486_7778195_3423037,4486_550
4486_88270,162,4486_14836,Maynooth,305,0,4486_7778195_3423034,4486_551
4486_88270,162,4486_14839,Maynooth,464,0,4486_7778195_3423035,4486_551
4486_88270,162,4486_14841,Maynooth,470,0,4486_7778195_3423037,4486_550
4486_88270,162,4486_14844,Maynooth,307,0,4486_7778195_3423034,4486_550
4486_88270,162,4486_14848,Ringsend Road,466,1,4486_7778195_3423036,4486_552
4486_88270,162,4486_14849,Ringsend Road,475,1,4486_7778195_3423038,4486_552
4486_88270,162,4486_14852,Ringsend Road,454,1,4486_7778195_3423039,4486_552
4486_88270,162,4486_14855,Ringsend Road,437,1,4486_7778195_3423040,4486_552
4486_88270,162,4486_14859,Ringsend Road,477,1,4486_7778195_3423038,4486_553
4486_88249,162,4486_1503,Kilnamanagh Rd,1428,1,4486_7778195_5123016,4486_49
4486_88272,162,4486_15136,Ballywaltrim,7466,0,4486_7778195_2441041,4486_556
4486_88272,162,4486_15138,Ballywaltrim,7572,0,4486_7778195_2441045,4486_554
4486_88272,162,4486_15142,Ballywaltrim,7458,0,4486_7778195_2441009,4486_556
4486_88272,162,4486_15145,Ballywaltrim,7323,0,4486_7778195_2441054,4486_556
4486_88272,162,4486_15149,Ballywaltrim,7345,0,4486_7778195_2441068,4486_557
4486_88272,162,4486_15151,Ballywaltrim,7480,0,4486_7778195_2441047,4486_556
4486_88272,162,4486_15155,Ballywaltrim,7355,0,4486_7778195_2441061,4486_557
4486_88272,162,4486_15157,Ballywaltrim,7325,0,4486_7778195_2441054,4486_556
4486_88272,162,4486_15161,Ballywaltrim,7347,0,4486_7778195_2441068,4486_557
4486_88272,162,4486_15440,Northwood,7426,1,4486_7778195_2441003,4486_559
4486_88272,162,4486_15443,Northwood,7479,1,4486_7778195_2441047,4486_559
4486_88272,162,4486_15447,Northwood,7354,1,4486_7778195_2441061,4486_561
4486_88272,162,4486_15448,Northwood,7324,1,4486_7778195_2441054,4486_558
4486_88272,162,4486_15453,Northwood,7346,1,4486_7778195_2441068,4486_561
4486_88272,162,4486_15456,Northwood,7481,1,4486_7778195_2441047,4486_561
4486_88272,162,4486_15459,Northwood,7356,1,4486_7778195_2441061,4486_561
4486_88273,162,4486_15728,Dun Laoghaire,8116,0,4486_7778195_8442114,4486_562
4486_88273,162,4486_15732,Dun Laoghaire,8117,0,4486_7778195_8442115,4486_563
4486_88273,162,4486_15735,Dun Laoghaire,8119,0,4486_7778195_8442116,4486_563
4486_88273,162,4486_15738,Dun Laoghaire,8120,0,4486_7778195_8442117,4486_563
4486_88273,162,4486_15740,Dun Laoghaire,8123,0,4486_7778195_8442119,4486_562
4486_88273,162,4486_15744,Dun Laoghaire,8125,0,4486_7778195_8442120,4486_563
4486_88273,162,4486_15747,Dun Laoghaire,8127,0,4486_7778195_8442121,4486_563
4486_88273,162,4486_16015,Harristown,8082,1,4486_7778195_8442087,4486_564
4486_88273,162,4486_16019,Harristown,8108,1,4486_7778195_8442108,4486_565
4486_88273,162,4486_16022,Harristown,8020,1,4486_7778195_8442056,4486_565
4486_88273,162,4486_16025,Harristown,8114,1,4486_7778195_8442112,4486_565
4486_88273,162,4486_16028,Harristown,8118,1,4486_7778195_8442115,4486_565
4486_88273,162,4486_16030,Harristown,8122,1,4486_7778195_8442118,4486_564
4486_88273,162,4486_16034,Harristown,8121,1,4486_7778195_8442117,4486_565
4486_88273,162,4486_16036,Harristown,8124,1,4486_7778195_8442119,4486_564
4486_88273,162,4486_16038,Harristown,8126,1,4486_7778195_8442120,4486_564
4486_88274,162,4486_16221,Red Cow Luas,3945,0,4486_7778195_4461039,4486_566
4486_88274,162,4486_16224,Red Cow Luas,3967,0,4486_7778195_4461063,4486_566
4486_88274,162,4486_16227,Red Cow Luas,3713,0,4486_7778195_4461062,4486_566
4486_88274,162,4486_16230,Red Cow Luas,3969,0,4486_7778195_4461063,4486_566
4486_88274,162,4486_16232,Red Cow Luas,3715,0,4486_7778195_4461062,4486_566
4486_88274,162,4486_16235,Red Cow Luas,3971,0,4486_7778195_4461063,4486_566
4486_88274,162,4486_16421,Spencer Dock,3868,1,4486_7778195_4461061,4486_568
4486_88274,162,4486_16425,Spencer Dock,3712,1,4486_7778195_4461062,4486_568
4486_88274,162,4486_16428,Spencer Dock,3968,1,4486_7778195_4461063,4486_568
4486_88274,162,4486_16431,Spencer Dock,3714,1,4486_7778195_4461062,4486_568
4486_88274,162,4486_16434,Spencer Dock,3970,1,4486_7778195_4461063,4486_568
4486_88274,162,4486_16437,Spencer Dock,3716,1,4486_7778195_4461062,4486_568
4486_88275,162,4486_16619,Liffey Valley SC,3594,0,4486_7778195_4461021,4486_571
4486_88275,162,4486_16622,Liffey Valley SC,3852,0,4486_7778195_4461028,4486_571
4486_88275,162,4486_16625,Liffey Valley SC,3972,0,4486_7778195_4461065,4486_571
4486_88275,162,4486_16628,Liffey Valley SC,3701,0,4486_7778195_4461064,4486_571
4486_88275,162,4486_16631,Liffey Valley SC,3974,0,4486_7778195_4461065,4486_571
4486_88275,162,4486_16633,Liffey Valley SC,3703,0,4486_7778195_4461064,4486_571
4486_88275,162,4486_16820,Spencer Dock,3903,1,4486_7778195_4461051,4486_573
4486_88275,162,4486_16824,Spencer Dock,3700,1,4486_7778195_4461064,4486_573
4486_88275,162,4486_16827,Spencer Dock,3973,1,4486_7778195_4461065,4486_573
4486_88275,162,4486_16830,Spencer Dock,3702,1,4486_7778195_4461064,4486_573
4486_88275,162,4486_16832,Spencer Dock,3975,1,4486_7778195_4461065,4486_573
4486_88276,162,4486_17021,Baldoyle,4590,0,4486_7778195_6471010,4486_576
4486_88276,162,4486_17024,Baldoyle,4489,0,4486_7778195_6471011,4486_576
4486_88178,162,4486_1712,Grange Castle,7281,0,4486_7778195_1013018,4486_56
4486_88178,162,4486_1715,Grange Castle,7305,0,4486_7778195_1013002,4486_56
4486_88276,162,4486_17216,Abbey St Lower,4578,1,4486_7778195_6471001,4486_578
4486_88277,162,4486_17308,Malahide,4558,0,4486_7778195_6472008,4486_580
4486_88277,162,4486_17407,Abbey St Lower,4438,1,4486_7778195_6472011,4486_583
4486_88278,162,4486_17515,Howth Summit,4614,0,4486_7778195_6472004,4486_586
4486_88184,162,4486_18515,Liffey Valley SC,4253,0,4486_7778195_4026026,4486_608
4486_88290,162,4486_18708,River Forest,3839,0,4486_7778195_4461026,4486_613
4486_88290,162,4486_18804,Red Cow Luas,3865,1,4486_7778195_4461030,4486_615
4486_88178,162,4486_1919,Mountjoy Square,7163,1,4486_7778195_1013008,4486_58
4486_88178,162,4486_1922,Mountjoy Square,7238,1,4486_7778195_1013010,4486_58
4486_88279,162,4486_19340,Blanchardstown SC,6269,0,4486_7778195_8534019,4486_629
4486_88279,162,4486_19341,Blanchardstown SC,6288,0,4486_7778195_8534022,4486_629
4486_88279,162,4486_19345,Blanchardstown SC,6200,0,4486_7778195_8534012,4486_630
4486_88279,162,4486_19348,Blanchardstown SC,6140,0,4486_7778195_8534003,4486_630
4486_88279,162,4486_19351,Blanchardstown SC,6258,0,4486_7778195_8534018,4486_630
4486_88279,162,4486_19354,Blanchardstown SC,6271,0,4486_7778195_8534019,4486_630
4486_88279,162,4486_19356,Blanchardstown SC,6290,0,4486_7778195_8534022,4486_629
4486_88279,162,4486_19359,Blanchardstown SC,6298,0,4486_7778195_8534024,4486_629
4486_88279,162,4486_19363,Blanchardstown SC,6302,0,4486_7778195_8534025,4486_630
4486_88279,162,4486_19367,Blanchardstown SC,6260,0,4486_7778195_8534018,4486_631
4486_88279,162,4486_19369,Blanchardstown SC,6273,0,4486_7778195_8534019,4486_630
4486_88279,162,4486_19371,Blanchardstown SC,6292,0,4486_7778195_8534022,4486_629
4486_88279,162,4486_19374,Blanchardstown SC,6300,0,4486_7778195_8534024,4486_629
4486_88279,162,4486_19607,Point Village,6212,1,4486_7778195_8534013,4486_632
4486_88279,162,4486_19609,Point Village,6139,1,4486_7778195_8534003,4486_632
4486_88279,162,4486_19612,Point Village,6257,1,4486_7778195_8534018,4486_633
4486_88279,162,4486_19615,Point Village,6270,1,4486_7778195_8534019,4486_633
4486_88279,162,4486_19617,Point Village,6289,1,4486_7778195_8534022,4486_632
4486_88279,162,4486_19620,Point Village,6297,1,4486_7778195_8534024,4486_632
4486_88279,162,4486_19624,Point Village,6301,1,4486_7778195_8534025,4486_633
4486_88279,162,4486_19628,Point Village,6259,1,4486_7778195_8534018,4486_634
4486_88279,162,4486_19630,Point Village,6272,1,4486_7778195_8534019,4486_633
4486_88279,162,4486_19632,Point Village,6291,1,4486_7778195_8534022,4486_632
4486_88279,162,4486_19635,Point Village,6299,1,4486_7778195_8534024,4486_632
4486_88279,162,4486_19639,Point Village,6303,1,4486_7778195_8534025,4486_633
4486_88279,162,4486_19643,Point Village,6261,1,4486_7778195_8534018,4486_634
4486_88280,162,4486_19826,Irishtown,4307,0,4486_7778195_4582011,4486_638
4486_88280,162,4486_20002,Heuston Station,4339,1,4486_7778195_4582017,4486_640
4486_88250,162,4486_2109,Castle Ave,5092,0,4486_7778195_6130006,4486_62
4486_88179,162,4486_2489,Dundrum Luas,2410,0,4486_7778195_1014018,4486_67
4486_88179,162,4486_2492,Dundrum Luas,2162,0,4486_7778195_1014030,4486_67
4486_88179,162,4486_2493,Dundrum Luas,2320,0,4486_7778195_1014020,4486_67
4486_88179,162,4486_2696,Beaumont,2236,1,4486_7778195_1014009,4486_73
4486_88179,162,4486_2698,Beaumont,2147,1,4486_7778195_1014011,4486_73
4486_88179,162,4486_2700,Beaumont,2391,1,4486_7778195_1014014,4486_73
4486_88180,162,4486_3271,Ballycullen Road,7097,0,4486_7778195_1015023,4486_92
4486_88180,162,4486_3274,Ballycullen Road,7125,0,4486_7778195_1015022,4486_92
4486_88180,162,4486_3278,Ballycullen Road,6808,0,4486_7778195_1015024,4486_93
4486_88180,162,4486_3280,Ballycullen Road,7052,0,4486_7778195_1015020,4486_92
4486_88180,162,4486_3284,Ballycullen Road,6797,0,4486_7778195_1015025,4486_93
4486_88180,162,4486_3288,Ballycullen Road,1314,0,4486_7778195_9015018,4486_94
4486_88180,162,4486_3289,Ballycullen Road,1311,0,4486_7778195_9015019,4486_92
4486_88180,162,4486_3294,Ballycullen Road,7131,0,4486_7778195_1015026,4486_94
4486_88180,162,4486_3296,Ballycullen Road,6960,0,4486_7778195_1015027,4486_93
4486_88180,162,4486_3299,Ballycullen Road,7106,0,4486_7778195_1015028,4486_93
4486_88180,162,4486_3302,Ballycullen Road,6799,0,4486_7778195_1015025,4486_93
4486_88180,162,4486_3306,Ballycullen Road,1316,0,4486_7778195_9015018,4486_94
4486_88180,162,4486_3309,Ballycullen Road,1313,0,4486_7778195_9015019,4486_92
4486_88180,162,4486_3310,Ballycullen Road,6992,0,4486_7778195_1015029,4486_92
4486_88180,162,4486_3549,Clongriffin,7030,1,4486_7778195_1015002,4486_98
4486_88180,162,4486_3552,Clongriffin,1379,1,4486_7778195_9015016,4486_98
4486_88180,162,4486_3553,Clongriffin,1377,1,4486_7778195_9015015,4486_96
4486_88180,162,4486_3557,Clongriffin,1381,1,4486_7778195_9015017,4486_97
4486_88180,162,4486_3561,Clongriffin,7130,1,4486_7778195_1015026,4486_98
4486_88180,162,4486_3563,Clongriffin,7098,1,4486_7778195_1015023,4486_97
4486_88180,162,4486_3566,Clongriffin,6809,1,4486_7778195_1015024,4486_97
4486_88180,162,4486_3569,Clongriffin,6798,1,4486_7778195_1015025,4486_97
4486_88180,162,4486_3573,Clongriffin,1315,1,4486_7778195_9015018,4486_98
4486_88180,162,4486_3574,Clongriffin,1312,1,4486_7778195_9015019,4486_96
4486_88180,162,4486_3579,Clongriffin,7132,1,4486_7778195_1015026,4486_98
4486_88180,162,4486_3581,Clongriffin,6961,1,4486_7778195_1015027,4486_97
4486_88180,162,4486_3584,Clongriffin,7107,1,4486_7778195_1015028,4486_97
4486_88180,162,4486_3586,Clongriffin,7133,1,4486_7778195_1015030,4486_96
4486_88254,162,4486_3712,Rossmore,5199,0,4486_7778195_5150013,4486_101
4486_88255,162,4486_3958,Foxborough,1406,0,4486_7778195_9151007,4486_106
4486_88255,162,4486_4091,Eden Quay,1394,1,4486_7778195_9151002,4486_111
4486_88283,162,4486_4221,Limekiln Ave,1871,0,4486_7778195_5015014,4486_115
4486_88283,162,4486_4350,Merrion Square,2113,1,4486_7778195_5015019,4486_121
4486_88281,162,4486_4510,Stocking Ave,1723,0,4486_7778195_5015011,4486_123
4486_88281,162,4486_4681,Merrion Square,1738,1,4486_7778195_5015002,4486_127
4486_88181,162,4486_4908,O'Connell Street,903,0,4486_7778195_9016020,4486_136
4486_88183,162,4486_5356,Dublin Airport,7928,0,4486_7778195_8019013,4486_149
4486_88183,162,4486_5358,Dublin Airport,7930,0,4486_7778195_8019023,4486_147
4486_88183,162,4486_5361,Dublin Airport,7777,0,4486_7778195_8019025,4486_147
4486_88183,162,4486_5365,Dublin Airport,7781,0,4486_7778195_8019024,4486_149
4486_88183,162,4486_5366,Dublin Airport,7773,0,4486_7778195_8019026,4486_145
4486_88183,162,4486_5578,Parnell Square,8153,1,4486_7778195_8019022,4486_154
4486_88183,162,4486_5581,Parnell Square,7780,1,4486_7778195_8019024,4486_157
4486_88183,162,4486_5582,Parnell Square,7772,1,4486_7778195_8019026,4486_152
4486_88183,162,4486_5586,Parnell Square,7931,1,4486_7778195_8019023,4486_154
4486_88183,162,4486_5589,Parnell Square,7778,1,4486_7778195_8019025,4486_154
4486_88176,162,4486_563,Parnell Square,7145,1,4486_7778195_1011002,4486_16
4486_88185,162,4486_5775,Liffey Valley,4083,0,4486_7778195_4026019,4486_160
4486_88186,162,4486_6190,Jobstown,631,0,4486_7778195_3027036,4486_164
4486_88186,162,4486_6428,Eden Quay,5706,1,4486_7778195_3027040,4486_172
4486_88285,162,4486_6713,Harristown,6368,0,4486_7778195_8727016,4486_192
4486_88190,162,4486_6902,Skerries,2136,0,4486_7778195_5033013,4486_212
4486_88190,162,4486_6951,Abbey St,6321,1,4486_7778195_8033111,4486_213
4486_88194,162,4486_7090,Blanchardstown SC,3458,0,4486_7778195_9037014,4486_224
4486_88194,162,4486_7222,Bachelor's Walk,3451,1,4486_7778195_9037013,4486_228
4486_88195,162,4486_7324,Damastown,3234,0,4486_7778195_9038010,4486_232
4486_88196,162,4486_7619,Parnell Sq,3270,1,4486_7778195_9038009,4486_246
4486_88202,162,4486_7733,Ongar,3144,0,4486_7778195_7039013,4486_254
4486_88202,162,4486_7842,Burlington Road,2868,1,4486_7778195_7039046,4486_255
4486_88203,162,4486_8086,Ongar,2897,0,4486_7778195_7039006,4486_258
4486_88203,162,4486_8090,Ongar,2984,0,4486_7778195_7039048,4486_259
4486_88203,162,4486_8093,Ongar,3039,0,4486_7778195_7039025,4486_259
4486_88203,162,4486_8096,Ongar,3168,0,4486_7778195_7039002,4486_259
4486_88203,162,4486_8098,Ongar,2996,0,4486_7778195_7039036,4486_258
4486_88203,162,4486_8100,Ongar,3017,0,4486_7778195_7039026,4486_257
4486_88203,162,4486_8103,Ongar,2962,0,4486_7778195_7039039,4486_257
4486_88203,162,4486_8107,Ongar,2986,0,4486_7778195_7039048,4486_258
4486_88203,162,4486_8111,Ongar,3041,0,4486_7778195_7039025,4486_259
4486_88203,162,4486_8112,Ongar,3047,0,4486_7778195_7039049,4486_257
4486_88203,162,4486_8116,Ongar,2998,0,4486_7778195_7039036,4486_258
4486_88203,162,4486_8118,Ongar,3019,0,4486_7778195_7039026,4486_257
4486_88203,162,4486_8121,Ongar,2964,0,4486_7778195_7039039,4486_257
4486_88203,162,4486_8372,UCD,2995,1,4486_7778195_7039036,4486_261
4486_88203,162,4486_8376,UCD,3007,1,4486_7778195_7039022,4486_262
4486_88203,162,4486_8377,UCD,3016,1,4486_7778195_7039026,4486_260
4486_88203,162,4486_8380,UCD,2961,1,4486_7778195_7039039,4486_260
4486_88203,162,4486_8384,UCD,2985,1,4486_7778195_7039048,4486_261
4486_88203,162,4486_8388,UCD,3040,1,4486_7778195_7039025,4486_262
4486_88203,162,4486_8389,UCD,3046,1,4486_7778195_7039049,4486_260
4486_88203,162,4486_8393,UCD,2997,1,4486_7778195_7039036,4486_261
4486_88203,162,4486_8395,UCD,3018,1,4486_7778195_7039026,4486_260
4486_88203,162,4486_8398,UCD,2963,1,4486_7778195_7039039,4486_260
4486_88203,162,4486_8401,UCD,2987,1,4486_7778195_7039048,4486_260
4486_88203,162,4486_8406,UCD,3042,1,4486_7778195_7039025,4486_262
4486_88203,162,4486_8407,UCD,3048,1,4486_7778195_7039049,4486_260
4486_88204,162,4486_9025,Earlsfort Terrace,6005,0,4486_7778195_8040119,4486_271
4486_88204,162,4486_9252,Charlestown,5928,1,4486_7778195_8040109,4486_277
4486_88207,162,4486_9370,Tyrrelstown,5836,0,4486_7778195_8040231,4486_285
4486_88207,162,4486_9461,Parnell St,5839,1,4486_7778195_8040232,4486_289
4486_88208,162,4486_9761,Swords Manor,1758,0,4486_7778195_5041041,4486_299
4486_88208,162,4486_9763,Swords Manor,2053,0,4486_7778195_5041038,4486_298
4486_88208,162,4486_9765,Swords Manor,1754,0,4486_7778195_5041039,4486_297
4486_88208,162,4486_9770,Swords Manor,1823,0,4486_7778195_5041040,4486_299
4486_88208,162,4486_9772,Swords Manor,1940,0,4486_7778195_5041043,4486_298
4486_88208,162,4486_9776,Swords Manor,1969,0,4486_7778195_5041044,4486_299
4486_88208,162,4486_9778,Swords Manor,1954,0,4486_7778195_5041045,4486_298
4486_88208,162,4486_9782,Swords Manor,1825,0,4486_7778195_5041040,4486_299
4486_88208,162,4486_9783,Swords Manor,1853,0,4486_7778195_5041046,4486_297
4486_88208,162,4486_9788,Swords Manor,1971,0,4486_7778195_5041044,4486_299
4486_88208,162,4486_9790,Swords Manor,1956,0,4486_7778195_5041045,4486_298
4486_88208,162,4486_9927,Abbey St,1753,1,4486_7778195_5041039,4486_300
4486_88208,162,4486_9932,Abbey St,1822,1,4486_7778195_5041040,4486_302
4486_88208,162,4486_9934,Abbey St,1939,1,4486_7778195_5041043,4486_301
4486_88208,162,4486_9937,Abbey St,2054,1,4486_7778195_5041038,4486_301
4486_88208,162,4486_9939,Abbey St,1755,1,4486_7778195_5041039,4486_300
4486_88248,162,4486_994,Drimnagh Road,2766,0,4486_7778195_7122021,4486_34
4486_88208,162,4486_9944,Abbey St,1824,1,4486_7778195_5041040,4486_302
4486_88208,162,4486_9946,Abbey St,1941,1,4486_7778195_5041043,4486_301
4486_88208,162,4486_9950,Abbey St,1970,1,4486_7778195_5041044,4486_302
4486_88208,162,4486_9952,Abbey St,1955,1,4486_7778195_5041045,4486_301
4486_88208,162,4486_9956,Abbey St,1826,1,4486_7778195_5041040,4486_302
4486_88208,162,4486_9957,Abbey St,1854,1,4486_7778195_5041046,4486_300
4486_88208,162,4486_9962,Abbey St,1972,1,4486_7778195_5041044,4486_302
4486_88210,162,4486_9973,Rolestown,2018,0,4486_7778195_5041042,4486_305
4486_88252,340,4492_1,Shaw street,1142,0,4492_7778195_9001001,4492_1
4486_88252,340,4492_10,Shaw street,1190,0,4492_7778195_9001009,4492_1
4486_88252,341,4492_100,Shaw street,9217,0,4492_7778195_9001003,4492_1
4486_88248,340,4492_1000,Ashington,2572,1,4492_7778195_7122006,4492_37
4486_88211,340,4492_10000,Swords Manor,1702,0,4492_7778195_5041019,4492_309
4486_88211,342,4492_10001,Swords Manor,16356,0,4492_7778195_5041008,4492_309
4486_88211,341,4492_10002,Swords Manor,9878,0,4492_7778195_5041009,4492_309
4486_88211,340,4492_10003,Swords Manor,1977,0,4492_7778195_5041001,4492_309
4486_88211,342,4492_10004,Swords Manor,16302,0,4492_7778195_5041009,4492_309
4486_88211,341,4492_10005,Swords Manor,9812,0,4492_7778195_5041004,4492_310
4486_88211,340,4492_10006,Swords Manor,1991,0,4492_7778195_5041003,4492_309
4486_88211,341,4492_10007,Swords Manor,9785,0,4492_7778195_5041006,4492_309
4486_88211,340,4492_10008,Swords Manor,1681,0,4492_7778195_5041020,4492_309
4486_88211,342,4492_10009,Swords Manor,16319,0,4492_7778195_5041007,4492_309
4486_88248,341,4492_1001,Ashington,12761,1,4492_7778195_7122002,4492_37
4486_88211,341,4492_10010,Swords Manor,9822,0,4492_7778195_5041014,4492_309
4486_88211,340,4492_10011,Swords Manor,1804,0,4492_7778195_5041013,4492_309
4486_88211,341,4492_10012,Swords Manor,10026,0,4492_7778195_5041008,4492_309
4486_88211,342,4492_10013,Swords Manor,16218,0,4492_7778195_5041001,4492_310
4486_88211,340,4492_10014,Swords Manor,2065,0,4492_7778195_5041016,4492_309
4486_88211,340,4492_10015,Swords Manor,1660,0,4492_7778195_5041014,4492_309
4486_88211,341,4492_10016,Swords Manor,10018,0,4492_7778195_5041002,4492_309
4486_88211,342,4492_10017,Swords Manor,16299,0,4492_7778195_5041013,4492_310
